,action,cat,device,flag,image,mouse,name,cond,cond2
0,False,owl,mouse,,False,234.339093072,MDR,imgF_aiF,aligned
1,False,owl,mouse,,False,70.0500215765,MDR,imgF_aiF,aligned
2,False,owl,mouse,,False,299.203970127,MDR,imgF_aiF,aligned
3,True,owl,mouse,,True,344.025017394,MDR,imgT_aiF,not-aligned
4,False,owl,mouse,,False,303.758277397,MDR,imgF_aiF,aligned
5,True,owl,mouse,,True,112.358198912,MDR,imgT_aiF,not-aligned
6,True,owl,mouse,,True,193.490120309,MDR,imgT_aiF,not-aligned
7,True,owl,mouse,,True,255.17948602,MDR,imgT_aiF,not-aligned
8,False,owl,mouse,,False,302.24207639,MDR,imgF_aiF,aligned
9,False,owl,mouse,,False,413.286973344,MDR,imgF_aiF,aligned
10,True,elvis,mouse,True,True,373.358636105,MDR,imgT_aiT,aligned
11,True,elvis,mouse,True,True,377.229068222,MDR,imgT_aiT,aligned
12,True,elvis,mouse,True,True,25.6124969497,MDR,imgT_aiT,aligned
13,False,elvis,mouse,True,True,159.904922783,MDR,imgT_aiT,aligned
14,False,elvis,mouse,False,False,113.882625436,MDR,imgF_aiF,aligned
15,True,elvis,mouse,True,True,9.15491824485,MDR,imgT_aiT,aligned
16,True,elvis,mouse,True,True,371.037285027,MDR,imgT_aiT,aligned
17,True,elvis,mouse,True,True,21.5633469533,MDR,imgT_aiT,aligned
18,False,elvis,mouse,False,False,42.8901876904,MDR,imgF_aiF,aligned
19,False,elvis,mouse,False,False,58.0436585958,MDR,imgF_aiF,aligned
20,True,hot_dog,mouse,False,True,288.723332569,MDR,imgT_aiF,not-aligned
21,True,hot_dog,mouse,True,True,269.241560182,MDR,imgT_aiT,aligned
22,True,hot_dog,mouse,True,True,35.8433710745,MDR,imgT_aiT,aligned
23,True,hot_dog,mouse,True,True,20.5707797375,MDR,imgT_aiT,aligned
24,True,hot_dog,mouse,True,True,13.3239550416,MDR,imgT_aiT,aligned
25,True,hot_dog,mouse,False,True,403.632970214,MDR,imgT_aiF,not-aligned
26,True,hot_dog,mouse,True,True,72.5713755216,MDR,imgT_aiT,aligned
27,False,hot_dog,mouse,False,False,384.962473081,MDR,imgF_aiF,aligned
28,True,hot_dog,mouse,True,True,20.1019311174,MDR,imgT_aiT,aligned
29,False,hot_dog,mouse,False,False,261.358619345,MDR,imgF_aiF,aligned
30,True,dog,mouse,True,True,69.7003145154,MDR,imgT_aiT,aligned
31,True,dog,mouse,True,True,25.6107395404,MDR,imgT_aiT,aligned
32,False,dog,mouse,False,False,352.016655058,MDR,imgF_aiF,aligned
33,True,dog,mouse,False,True,26.9213460692,MDR,imgT_aiF,not-aligned
34,False,dog,mouse,False,False,61.2333476184,MDR,imgF_aiF,aligned
35,False,dog,mouse,False,False,243.552486309,MDR,imgF_aiF,aligned
36,False,dog,mouse,False,False,384.517284894,MDR,imgF_aiF,aligned
37,False,dog,mouse,False,False,63.1108009754,MDR,imgF_aiF,aligned
38,True,dog,mouse,True,True,376.832925004,MDR,imgT_aiT,aligned
39,False,dog,mouse,True,False,333.744147618,MDR,imgF_aiT,not-aligned
40,True,owl,,,True,396.157451441,JF,imgT_aiF,not-aligned
41,True,owl,,,True,117.333984059,JF,imgT_aiF,not-aligned
42,True,owl,,,True,35.8014155298,JF,imgT_aiF,not-aligned
43,False,owl,,,False,332.86498544,JF,imgF_aiF,aligned
44,True,owl,,,True,38.523429574,JF,imgT_aiF,not-aligned
45,True,owl,,,True,103.848644468,JF,imgT_aiF,not-aligned
46,False,owl,,,False,385.029478256,JF,imgF_aiF,aligned
47,False,owl,,,False,315.098761515,JF,imgF_aiF,aligned
48,True,owl,,,True,100.388132616,JF,imgT_aiF,not-aligned
49,False,owl,,,False,28.4182538251,JF,imgF_aiF,aligned
50,True,elvis,,True,True,389.328413085,JF,imgT_aiT,aligned
51,False,elvis,,False,False,81.3471569775,JF,imgF_aiF,aligned
52,True,elvis,,False,True,16.148707861,JF,imgT_aiF,not-aligned
53,True,elvis,,False,True,266.116125035,JF,imgT_aiF,not-aligned
54,False,elvis,,True,True,187.939664357,JF,imgT_aiT,aligned
55,False,elvis,,False,False,387.651748677,JF,imgF_aiF,aligned
56,True,elvis,,True,True,275.931604884,JF,imgT_aiT,aligned
57,False,elvis,,False,False,52.5409504784,JF,imgF_aiF,aligned
58,False,elvis,,True,True,343.587502094,JF,imgT_aiT,aligned
59,False,elvis,,False,False,324.019207035,JF,imgF_aiF,aligned
60,True,hot_dog,,False,True,282.11909385,JF,imgT_aiF,not-aligned
61,True,hot_dog,,True,True,127.288181734,JF,imgT_aiT,aligned
62,True,hot_dog,,True,False,416.142625437,JF,imgF_aiT,not-aligned
63,True,hot_dog,,True,True,338.625895904,JF,imgT_aiT,aligned
64,True,hot_dog,,True,True,359.657536707,JF,imgT_aiT,aligned
65,True,hot_dog,,True,True,84.3228098082,JF,imgT_aiT,aligned
66,False,hot_dog,,False,False,45.5422768744,JF,imgF_aiF,aligned
67,False,hot_dog,,False,True,265.680037159,JF,imgT_aiF,not-aligned
68,True,hot_dog,,True,True,181.489785061,JF,imgT_aiT,aligned
69,True,hot_dog,,True,True,160.753266255,JF,imgT_aiT,aligned
70,True,dog,,True,True,326.036101532,JF,imgT_aiT,aligned
71,True,dog,,True,True,41.9017059999,JF,imgT_aiT,aligned
72,True,dog,,True,True,57.6802233976,JF,imgT_aiT,aligned
73,True,dog,,False,False,117.451221144,JF,imgF_aiF,aligned
74,True,dog,,False,True,45.5625324082,JF,imgT_aiF,not-aligned
75,False,dog,,True,False,329.997988302,JF,imgF_aiT,not-aligned
76,True,dog,,True,True,169.780131364,JF,imgT_aiT,aligned
77,True,dog,,True,True,54.1663658999,JF,imgT_aiT,aligned
78,False,dog,,True,False,347.428555975,JF,imgF_aiT,not-aligned
79,True,dog,,True,True,97.432071016,JF,imgT_aiT,aligned
80,True,owl,trackpad,,True,393.766705937,LR,imgT_aiF,not-aligned
81,True,owl,trackpad,,True,20.3002314034,LR,imgT_aiF,not-aligned
82,True,owl,trackpad,,True,16.5966987064,LR,imgT_aiF,not-aligned
83,False,owl,trackpad,,False,293.568146613,LR,imgF_aiF,aligned
84,False,owl,trackpad,,False,42.2699170373,LR,imgF_aiF,aligned
85,False,owl,trackpad,,False,35.4004854997,LR,imgF_aiF,aligned
86,True,owl,trackpad,,True,249.298343434,LR,imgT_aiF,not-aligned
87,True,owl,trackpad,,True,19.910595855,LR,imgT_aiF,not-aligned
88,True,owl,trackpad,,True,7.67939376756,LR,imgT_aiF,not-aligned
89,True,owl,trackpad,,True,31.4481210336,LR,imgT_aiF,not-aligned
90,True,elvis,trackpad,True,True,16.0733628964,LR,imgT_aiT,aligned
91,False,elvis,trackpad,False,False,330.521302955,LR,imgF_aiF,aligned
92,True,elvis,trackpad,False,True,13.2428031057,LR,imgT_aiF,not-aligned
93,True,elvis,trackpad,True,True,5.76287651886,LR,imgT_aiT,aligned
94,False,elvis,trackpad,False,False,411.592082203,LR,imgF_aiF,aligned
95,True,elvis,trackpad,True,True,17.8113365368,LR,imgT_aiT,aligned
96,True,elvis,trackpad,True,True,3.69170828972,LR,imgT_aiT,aligned
97,True,elvis,trackpad,True,True,39.8506933929,LR,imgT_aiT,aligned
98,True,elvis,trackpad,True,True,214.901864489,LR,imgT_aiT,aligned
99,True,elvis,trackpad,True,True,9.37042571332,LR,imgT_aiT,aligned
100,False,hot_dog,trackpad,True,True,375.832475363,LR,imgT_aiT,aligned
101,True,hot_dog,trackpad,True,True,7.74533427631,LR,imgT_aiT,aligned
102,False,hot_dog,trackpad,False,True,20.2119013842,LR,imgT_aiF,not-aligned
103,False,hot_dog,trackpad,True,False,24.4961963734,LR,imgF_aiT,not-aligned
104,True,hot_dog,trackpad,True,True,86.5197308069,LR,imgT_aiT,aligned
105,False,hot_dog,trackpad,True,True,76.9847916602,LR,imgT_aiT,aligned
106,False,hot_dog,trackpad,False,True,361.411239727,LR,imgT_aiF,not-aligned
107,False,hot_dog,trackpad,False,True,92.3783570552,LR,imgT_aiF,not-aligned
108,False,hot_dog,trackpad,False,False,83.349902569,LR,imgF_aiF,aligned
109,False,hot_dog,trackpad,False,True,34.0212797106,LR,imgT_aiF,not-aligned
110,False,dog,trackpad,True,False,283.997600633,LR,imgF_aiT,not-aligned
111,True,dog,trackpad,True,True,289.80340196,LR,imgT_aiT,aligned
112,False,dog,trackpad,False,False,294.7552582,LR,imgF_aiF,aligned
113,True,dog,trackpad,False,True,267.449237959,LR,imgT_aiF,not-aligned
114,True,dog,trackpad,True,True,289.941559421,LR,imgT_aiT,aligned
115,False,dog,trackpad,False,False,359.420084665,LR,imgF_aiF,aligned
116,True,dog,trackpad,True,True,30.4909352631,LR,imgT_aiT,aligned
117,False,dog,trackpad,False,False,220.729003627,LR,imgF_aiF,aligned
118,False,dog,trackpad,False,False,274.392549056,LR,imgF_aiF,aligned
119,True,dog,trackpad,True,True,337.911344483,LR,imgT_aiT,aligned
120,True,owl,trackpad,,True,93.5387693929,I.W.,imgT_aiF,not-aligned
121,False,owl,trackpad,,False,293.134018737,I.W.,imgF_aiF,aligned
122,False,owl,trackpad,,False,377.673648317,I.W.,imgF_aiF,aligned
123,False,owl,trackpad,,False,84.5232958024,I.W.,imgF_aiF,aligned
124,False,owl,trackpad,,False,8.26349094506,I.W.,imgF_aiF,aligned
125,True,owl,trackpad,,True,55.4871480656,I.W.,imgT_aiF,not-aligned
126,False,owl,trackpad,,False,129.826863583,I.W.,imgF_aiF,aligned
127,True,owl,trackpad,,True,491.290376027,I.W.,imgT_aiF,not-aligned
128,True,owl,trackpad,,True,121.052676846,I.W.,imgT_aiF,not-aligned
129,False,owl,trackpad,,False,180.829012909,I.W.,imgF_aiF,aligned
130,False,elvis,trackpad,False,False,201.382133018,I.W.,imgF_aiF,aligned
131,False,elvis,trackpad,True,False,303.663440306,I.W.,imgF_aiT,not-aligned
132,True,elvis,trackpad,True,True,332.13980383,I.W.,imgT_aiT,aligned
133,True,elvis,trackpad,True,True,55.9759274953,I.W.,imgT_aiT,aligned
134,True,elvis,trackpad,True,True,47.9799733185,I.W.,imgT_aiT,aligned
135,False,elvis,trackpad,False,False,332.905290146,I.W.,imgF_aiF,aligned
136,False,elvis,trackpad,False,False,179.659026938,I.W.,imgF_aiF,aligned
137,False,elvis,trackpad,False,False,122.754498186,I.W.,imgF_aiF,aligned
138,True,elvis,trackpad,False,False,173.388200495,I.W.,imgF_aiF,aligned
139,True,elvis,trackpad,True,True,64.8605947821,I.W.,imgT_aiT,aligned
140,False,hot_dog,trackpad,False,False,34.3557385295,I.W.,imgF_aiF,aligned
141,False,hot_dog,trackpad,False,False,30.988764902,I.W.,imgF_aiF,aligned
142,True,hot_dog,trackpad,True,True,16.3473128832,I.W.,imgT_aiT,aligned
143,True,hot_dog,trackpad,False,True,40.6115646059,I.W.,imgT_aiF,not-aligned
144,True,hot_dog,trackpad,True,True,79.9012860637,I.W.,imgT_aiT,aligned
145,False,hot_dog,trackpad,False,False,343.500066976,I.W.,imgF_aiF,aligned
146,True,hot_dog,trackpad,True,True,61.5878923197,I.W.,imgT_aiT,aligned
147,True,hot_dog,trackpad,False,True,70.2190349641,I.W.,imgT_aiF,not-aligned
148,True,hot_dog,trackpad,True,True,129.178985755,I.W.,imgT_aiT,aligned
149,True,hot_dog,trackpad,True,True,47.4488410136,I.W.,imgT_aiT,aligned
150,True,dog,trackpad,True,True,93.5216293885,I.W.,imgT_aiT,aligned
151,True,dog,trackpad,True,True,119.400971245,I.W.,imgT_aiT,aligned
152,True,dog,trackpad,False,True,355.346785958,I.W.,imgT_aiF,not-aligned
153,False,dog,trackpad,False,False,15.063981454,I.W.,imgF_aiF,aligned
154,False,dog,trackpad,False,False,47.7179027391,I.W.,imgF_aiF,aligned
155,False,dog,trackpad,False,False,226.581223716,I.W.,imgF_aiF,aligned
156,True,dog,trackpad,True,True,274.970502211,I.W.,imgT_aiT,aligned
157,True,dog,trackpad,False,True,65.082803045,I.W.,imgT_aiF,not-aligned
158,False,dog,trackpad,False,False,56.4662859352,I.W.,imgF_aiF,aligned
159,False,dog,trackpad,False,False,146.732108874,I.W.,imgF_aiF,aligned
160,True,owl,trackpad,,True,157.405280347,J.Q,imgT_aiF,not-aligned
161,True,owl,trackpad,,True,134.595658985,J.Q,imgT_aiF,not-aligned
162,False,owl,trackpad,,False,389.542357311,J.Q,imgF_aiF,aligned
163,False,owl,trackpad,,False,80.479321886,J.Q,imgF_aiF,aligned
164,False,owl,trackpad,,False,23.3690103052,J.Q,imgF_aiF,aligned
165,True,owl,trackpad,,True,237.399279122,J.Q,imgT_aiF,not-aligned
166,False,owl,trackpad,,False,164.074165634,J.Q,imgF_aiF,aligned
167,False,owl,trackpad,,False,41.8639097265,J.Q,imgF_aiF,aligned
168,True,owl,trackpad,,True,78.2869115736,J.Q,imgT_aiF,not-aligned
169,True,owl,trackpad,,True,64.4885715541,J.Q,imgT_aiF,not-aligned
170,True,elvis,trackpad,True,True,82.3124831162,J.Q,imgT_aiT,aligned
171,True,elvis,trackpad,False,True,370.647892334,J.Q,imgT_aiF,not-aligned
172,False,elvis,trackpad,True,True,282.195335108,J.Q,imgT_aiT,aligned
173,True,elvis,trackpad,True,True,71.8875910545,J.Q,imgT_aiT,aligned
174,False,elvis,trackpad,False,False,188.932558072,J.Q,imgF_aiF,aligned
175,False,elvis,trackpad,False,False,35.780393257,J.Q,imgF_aiF,aligned
176,False,elvis,trackpad,False,False,42.1145243914,J.Q,imgF_aiF,aligned
177,False,elvis,trackpad,False,False,20.6912664018,J.Q,imgF_aiF,aligned
178,True,elvis,trackpad,True,True,255.703262328,J.Q,imgT_aiT,aligned
179,False,elvis,trackpad,False,False,220.399107809,J.Q,imgF_aiF,aligned
180,True,hot_dog,trackpad,True,True,145.835875395,J.Q,imgT_aiT,aligned
181,True,hot_dog,trackpad,False,True,141.221339334,J.Q,imgT_aiF,not-aligned
182,True,hot_dog,trackpad,True,True,39.4538762177,J.Q,imgT_aiT,aligned
183,True,hot_dog,trackpad,False,True,49.9897339274,J.Q,imgT_aiF,not-aligned
184,False,hot_dog,trackpad,False,False,67.3062971161,J.Q,imgF_aiF,aligned
185,True,hot_dog,trackpad,True,True,103.857917521,J.Q,imgT_aiT,aligned
186,True,hot_dog,trackpad,True,True,42.4708444918,J.Q,imgT_aiT,aligned
187,False,hot_dog,trackpad,True,False,82.2376681628,J.Q,imgF_aiT,not-aligned
188,True,hot_dog,trackpad,False,True,87.5109795161,J.Q,imgT_aiF,not-aligned
189,True,hot_dog,trackpad,True,True,69.3170207614,J.Q,imgT_aiT,aligned
190,False,dog,trackpad,True,False,97.8,J.Q,imgF_aiT,not-aligned
191,True,dog,trackpad,True,True,207.734966174,J.Q,imgT_aiT,aligned
192,False,dog,trackpad,False,False,40.5518091581,J.Q,imgF_aiF,aligned
193,True,dog,trackpad,True,True,108.694636014,J.Q,imgT_aiT,aligned
194,False,dog,trackpad,False,False,21.138386109,J.Q,imgF_aiF,aligned
195,False,dog,trackpad,False,False,12.8630680142,J.Q,imgF_aiF,aligned
196,False,dog,trackpad,True,False,254.494516503,J.Q,imgF_aiT,not-aligned
197,False,dog,trackpad,False,False,43.0510639428,J.Q,imgF_aiF,aligned
198,False,dog,trackpad,True,False,359.569691257,J.Q,imgF_aiT,not-aligned
199,False,dog,trackpad,False,False,74.7495185855,J.Q,imgF_aiF,aligned
200,True,owl,trackpad,,True,272.354665847,X to the Z Xzibit ,imgT_aiF,not-aligned
201,True,owl,trackpad,,True,38.3373674822,X to the Z Xzibit ,imgT_aiF,not-aligned
202,False,owl,trackpad,,False,286.632942502,X to the Z Xzibit ,imgF_aiF,aligned
203,False,owl,trackpad,,False,141.170101769,X to the Z Xzibit ,imgF_aiF,aligned
204,True,owl,trackpad,,True,344.057679074,X to the Z Xzibit ,imgT_aiF,not-aligned
205,True,owl,trackpad,,True,72.6081161855,X to the Z Xzibit ,imgT_aiF,not-aligned
206,True,owl,trackpad,,True,74.2044174134,X to the Z Xzibit ,imgT_aiF,not-aligned
207,True,owl,trackpad,,True,18.8295505751,X to the Z Xzibit ,imgT_aiF,not-aligned
208,True,owl,trackpad,,True,49.2875045715,X to the Z Xzibit ,imgT_aiF,not-aligned
209,False,owl,trackpad,,False,161.835657901,X to the Z Xzibit ,imgF_aiF,aligned
210,True,elvis,trackpad,True,True,233.761209013,X to the Z Xzibit ,imgT_aiT,aligned
211,False,elvis,trackpad,False,False,44.5070931826,X to the Z Xzibit ,imgF_aiF,aligned
212,True,elvis,trackpad,True,True,143.519108143,X to the Z Xzibit ,imgT_aiT,aligned
213,True,elvis,trackpad,True,True,195.634134755,X to the Z Xzibit ,imgT_aiT,aligned
214,True,elvis,trackpad,True,True,76.7556146112,X to the Z Xzibit ,imgT_aiT,aligned
215,False,elvis,trackpad,False,False,48.0145736158,X to the Z Xzibit ,imgF_aiF,aligned
216,True,elvis,trackpad,True,True,44.3892521915,X to the Z Xzibit ,imgT_aiT,aligned
217,True,elvis,trackpad,True,True,64.5899668943,X to the Z Xzibit ,imgT_aiT,aligned
218,True,elvis,trackpad,True,True,55.5818062639,X to the Z Xzibit ,imgT_aiT,aligned
219,False,elvis,trackpad,False,False,399.707860832,X to the Z Xzibit ,imgF_aiF,aligned
220,True,hot_dog,trackpad,True,True,13.8730973222,X to the Z Xzibit ,imgT_aiT,aligned
221,False,hot_dog,trackpad,False,False,327.583284108,X to the Z Xzibit ,imgF_aiF,aligned
222,True,hot_dog,trackpad,True,True,348.676255404,X to the Z Xzibit ,imgT_aiT,aligned
223,False,hot_dog,trackpad,False,False,129.728685541,X to the Z Xzibit ,imgF_aiF,aligned
224,True,hot_dog,trackpad,False,True,58.1961202547,X to the Z Xzibit ,imgT_aiF,not-aligned
225,True,hot_dog,trackpad,True,True,69.2996304404,X to the Z Xzibit ,imgT_aiT,aligned
226,False,hot_dog,trackpad,False,False,259.906103198,X to the Z Xzibit ,imgF_aiF,aligned
227,True,hot_dog,trackpad,False,True,402.99516358,X to the Z Xzibit ,imgT_aiF,not-aligned
228,True,hot_dog,trackpad,True,True,73.6850818989,X to the Z Xzibit ,imgT_aiT,aligned
229,True,hot_dog,trackpad,True,True,107.906707611,X to the Z Xzibit ,imgT_aiT,aligned
230,False,dog,trackpad,False,False,189.344717918,X to the Z Xzibit ,imgF_aiF,aligned
231,True,dog,trackpad,True,True,177.982590638,X to the Z Xzibit ,imgT_aiT,aligned
232,False,dog,trackpad,True,False,29.4566434978,X to the Z Xzibit ,imgF_aiT,not-aligned
233,True,dog,trackpad,True,True,40.9280767216,X to the Z Xzibit ,imgT_aiT,aligned
234,False,dog,trackpad,True,False,366.943026484,X to the Z Xzibit ,imgF_aiT,not-aligned
235,True,dog,trackpad,True,True,10.7676558516,X to the Z Xzibit ,imgT_aiT,aligned
236,True,dog,trackpad,True,True,150.53743985,X to the Z Xzibit ,imgT_aiT,aligned
237,False,dog,trackpad,False,False,42.8431096783,X to the Z Xzibit ,imgF_aiF,aligned
238,True,dog,trackpad,True,True,297.756570564,X to the Z Xzibit ,imgT_aiT,aligned
239,False,dog,trackpad,True,False,64.5951123607,X to the Z Xzibit ,imgF_aiT,not-aligned
240,False,owl,mouse,,False,36.5443138065,MDR,imgF_aiF,aligned
241,True,owl,mouse,,True,262.474496083,MDR,imgT_aiF,not-aligned
242,True,owl,mouse,,True,37.6119739437,MDR,imgT_aiF,not-aligned
243,True,owl,mouse,,True,11.5523344315,MDR,imgT_aiF,not-aligned
244,False,owl,mouse,,False,302.525792469,MDR,imgF_aiF,aligned
245,True,owl,mouse,,True,160.315699189,MDR,imgT_aiF,not-aligned
246,True,owl,mouse,,True,167.786444559,MDR,imgT_aiF,not-aligned
247,True,owl,mouse,,True,15.5113767806,MDR,imgT_aiF,not-aligned
248,True,owl,mouse,,True,30.328162911,MDR,imgT_aiF,not-aligned
249,False,owl,mouse,,False,289.41386603,MDR,imgF_aiF,aligned
250,False,elvis,mouse,False,False,276.450922653,MDR,imgF_aiF,aligned
251,True,elvis,mouse,True,True,5.53432933598,MDR,imgT_aiT,aligned
252,True,elvis,mouse,True,True,396.069621807,MDR,imgT_aiT,aligned
253,True,elvis,mouse,False,False,13.1261935531,MDR,imgF_aiF,aligned
254,False,elvis,mouse,False,False,397.861470681,MDR,imgF_aiF,aligned
255,True,elvis,mouse,True,True,33.0253834086,MDR,imgT_aiT,aligned
256,True,elvis,mouse,True,True,109.648952346,MDR,imgT_aiT,aligned
257,True,elvis,mouse,True,True,59.5590273663,MDR,imgT_aiT,aligned
258,False,elvis,mouse,False,False,222.331418424,MDR,imgF_aiF,aligned
259,True,elvis,mouse,True,True,20.3074405991,MDR,imgT_aiT,aligned
260,False,hot_dog,mouse,False,False,116.30862082,MDR,imgF_aiF,aligned
261,False,hot_dog,mouse,True,True,295.297937949,MDR,imgT_aiT,aligned
262,True,hot_dog,mouse,False,True,10.2263546014,MDR,imgT_aiF,not-aligned
263,True,hot_dog,mouse,True,True,16.1684552569,MDR,imgT_aiT,aligned
264,False,hot_dog,mouse,False,False,151.395011072,MDR,imgF_aiF,aligned
265,True,hot_dog,mouse,True,True,41.0194171992,MDR,imgT_aiT,aligned
266,True,hot_dog,mouse,True,True,20.4531220363,MDR,imgT_aiT,aligned
267,True,hot_dog,mouse,True,True,32.2520170849,MDR,imgT_aiT,aligned
268,False,hot_dog,mouse,False,False,58.8553877552,MDR,imgF_aiF,aligned
269,True,hot_dog,mouse,True,True,47.9852282366,MDR,imgT_aiT,aligned
270,True,dog,mouse,True,True,19.7779747608,MDR,imgT_aiT,aligned
271,False,dog,mouse,True,False,389.778297464,MDR,imgF_aiT,not-aligned
272,True,dog,mouse,True,True,25.9722484815,MDR,imgT_aiT,aligned
273,False,dog,mouse,False,False,279.595133487,MDR,imgF_aiF,aligned
274,True,dog,mouse,True,True,46.7172752181,MDR,imgT_aiT,aligned
275,True,dog,mouse,False,True,18.7385764287,MDR,imgT_aiF,not-aligned
